id,facilityId,catalogItemId,programId,equipmentTrackingId,yearOfInstallation,functionalStatus,utilization,voltageStabilizer,backupGenerator,voltageRegulator,manualTemperatureGauge,remoteTemperatureMonitor,lastModifierId,modifiedDate,referenceName,reasonNotWorkingOrNotInUse,decommissionDate
5bb49e74-0002-4e92-9546-78ecacce2b83,9b232f37-40af-4a28-8521-147491e66d7d,e19e0099-e700-4faf-adf5-036aa115d115,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2000,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,NOT_APPLICABLE,NOT_APPLICABLE,PAIRED,BUILD_IN,,,suscipit ligula in,,
5f249d68-5aab-4443-a6db-6f40488e604a,1d3bc6ae-4d63-4ffb-8e2a-332f1c0234f8,c9015628-bd97-4767-8b7b-5638577e7726,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2007,FUNCTIONING,NOT_IN_USE,NOT_APPLICABLE,NOT_APPLICABLE,NO,BUILD_IN,PAIRED,,,sapien quis libero,,
529ff852-a440-4f1c-ad15-57af765e0653,9050fd77-390a-4513-8dc8-23f1039be7cd,d8f64ef9-37fd-4efc-8c77-0e9b327a048f,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1951,AWAITING_REPAIR,NOT_IN_USE,YES,UNKNOWN,UNKNOWN,PAIRED,PAIRED,,,ultrices aliquet,,
53e7b3bf-e3d0-4854-9f74-2d17fa9d3b24,555cfb33-f20a-42aa-a38d-82dbc18403ef,1510507a-aed8-4985-9f37-a70e8c8ba168,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1955,AWAITING_REPAIR,ACTIVE,NOT_APPLICABLE,YES,NOT_APPLICABLE,BUILD_IN,PAIRED,,,cursus,,
ea92c952-743e-4a43-9abd-023bd21040ac,6d33ce8f-5b94-4cd4-a26c-b4d2904e4641,f646fcc8-bf83-4cbe-9768-2798b0d84623,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2002,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,YES,YES,UNKNOWN,BUILD_IN,NO_RTM,,,vel,,
2ed167e1-3a69-4af3-8bb3-48fd96c48645,493e44da-0c0b-4cd2-a7b2-bb29143cc6e6,b0ffe7d4-b9b9-4e49-b305-99326c64dbff,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1972,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,NO,UNKNOWN,PAIRED,PAIRED,,,augue,,
49602d73-ce2b-4ef1-9822-6561c56f0abb,c2047f22-a37b-4fcf-b328-b2b02eea206d,15a0aa6a-1c70-4efd-92c2-286144bd0035,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1998,UNSERVICEABLE,NOT_IN_USE,NO,UNKNOWN,YES,BUILD_IN,PAIRED,,,fusce,,
f7ceac42-824f-42a2-bfa3-fb484ab84f60,7ffa7a94-d954-4ae7-806f-25e03f5cd20d,ad626cf4-e735-4cd7-aeb5-ff9d1f33d907,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1990,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,UNKNOWN,UNKNOWN,PAIRED,PAIRED,,,aenean fermentum donec,,
1040504d-9b84-4c5a-b807-026dcb7c23d4,944825d5-3065-41ba-b504-0aa53388ecbf,e65f13aa-eabd-4023-81f3-c06803bbd440,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1952,FUNCTIONING,ACTIVE,UNKNOWN,UNKNOWN,UNKNOWN,PAIRED,NO_RTM,,,in,,
5c4df89d-f8fd-4b4f-8577-d62bc4a2e120,5f507d90-abb2-4e63-9a51-f791157ecbb1,1510507a-aed8-4985-9f37-a70e8c8ba168,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1976,UNSERVICEABLE,ACTIVE,YES,NO,NO,BUILD_IN,NO_RTM,,,pretium iaculis justo,,
d4423f93-4b20-4b20-a98f-352b75d73825,44cc8298-d553-42c8-8c00-14f083ec8d81,6205a05f-6484-4c02-9b33-a15ff1527f41,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1953,FUNCTIONING,IN_STORE_FOR_ALLOCATION,YES,YES,YES,PAIRED,NO_RTM,,,sit amet lobortis,,
d7e9d9aa-0601-4256-af10-cb87f5c92c36,b6f090c5-3ed4-4c0c-a48f-29e2cb073359,831ec161-0f94-4658-aef3-0ff95df5b782,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1999,FUNCTIONING,NOT_IN_USE,YES,NO,NO,PAIRED,PAIRED,,,eget tincidunt,,
2f39659a-2d71-4f25-83e8-694d75b6a48e,51e63516-1093-4687-ad32-b5936a2c79a6,cce85d2a-f045-41f7-b909-a5fecb869d32,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1968,AWAITING_REPAIR,NOT_IN_USE,YES,UNKNOWN,YES,NO_GAUGE,BUILD_IN,,,ipsum primis,,
7ae00d80-069f-4688-9969-ed6f5b34d59f,983c3004-4850-4a41-8948-b888c5618cf6,969dd5f3-12f0-4550-855b-0cfde6b73cc3,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2009,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NO,NO,UNKNOWN,PAIRED,BUILD_IN,,,nunc commodo,,
5997fecb-4242-4e5c-89ab-d027c756b810,67796963-dac5-4014-b247-c017b94e213e,2d9c585b-1136-4390-a6b1-c8fb811ecdd2,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2007,AWAITING_REPAIR,NOT_IN_USE,NO,NO,NOT_APPLICABLE,NO_GAUGE,NO_RTM,,,id,,
18f492f2-f1c4-4228-ae91-079474b0cdf2,557c369b-ea1d-40b2-a713-e446a40a8deb,21c76925-13da-46b2-a7b2-3f161a1a0541,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1980,UNSERVICEABLE,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,UNKNOWN,NO_GAUGE,PAIRED,,,libero non,,
02227e87-0ef1-4264-9b0d-f2f26833d2cd,689cc174-1612-4934-aee4-b91fef8613d8,520ba1da-4b6e-4365-b6f4-d2e34969c037,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1990,FUNCTIONING,IN_STORE_FOR_ALLOCATION,YES,UNKNOWN,NO,BUILD_IN,NO_RTM,,,primis,,
6dfe81bd-5488-4950-8454-f60ff176b3a3,eff249b4-1404-4e80-be22-115559671e71,01274cf3-1bd0-4343-b375-393bfbe71b57,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2009,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NOT_APPLICABLE,NO_GAUGE,PAIRED,,,eu felis fusce,,
26312bbf-62c8-487a-86df-50d14aa8f80f,26acd68f-32ef-476f-9049-adbd12266508,4902705d-36a3-4ce6-84c5-d5a5d3512a94,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1960,AWAITING_REPAIR,ACTIVE,NO,UNKNOWN,NOT_APPLICABLE,NO_GAUGE,NO_RTM,,,ultrices,,
a38c321b-8474-4b9b-bf2a-1255f74f0166,38c7ea78-58f1-474c-a839-f4bf8b1c3b8d,676d8c9f-0854-48da-ade8-78925c9b0958,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1954,UNSERVICEABLE,ACTIVE,NOT_APPLICABLE,YES,UNKNOWN,NO_GAUGE,NO_RTM,,,ultricies eu,,
b103cd90-8b89-4ccc-bfc3-0a51cf1150b2,2ee2342c-8095-4e22-b448-631f3d70e8f7,2505f99f-38fd-43cf-a871-a334d9a1e1f9,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1969,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,YES,YES,BUILD_IN,BUILD_IN,,,consectetuer,,
4552a420-6e24-4cb6-ab7c-2fe4b7d23369,b2c9b647-bd01-4d5d-bd6e-17b702f54dd5,f646fcc8-bf83-4cbe-9768-2798b0d84623,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2007,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,YES,NOT_APPLICABLE,NO_GAUGE,BUILD_IN,,,vitae nisi nam,,
54870e2a-4b3e-4342-a0e3-54aa870fd34c,7e9b3597-355f-49de-8a87-454b486c9aea,e239146c-1b93-4afb-909a-4504bf16281f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,AWAITING_REPAIR,ACTIVE,UNKNOWN,YES,UNKNOWN,PAIRED,PAIRED,,,donec,,
04fa9d29-2c93-4c05-a601-037cc28a0758,f8ef3bef-9e45-4027-a213-6aabbf089837,6c321a9c-411f-46d0-93f6-30378555557b,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1986,UNSERVICEABLE,NOT_IN_USE,NO,NOT_APPLICABLE,UNKNOWN,BUILD_IN,NO_RTM,,,in faucibus orci,,
39cebeb8-816f-470d-b42c-325e272f3ad5,786d8bcb-610c-458e-870f-20255ff15840,d1e5d6f6-8d72-48a5-b6b8-79c300587b1e,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1962,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,UNKNOWN,NOT_APPLICABLE,BUILD_IN,PAIRED,,,quam suspendisse potenti,,
ff52fc6f-2b9b-431f-a6f1-03a8b545037e,37cc24ca-d089-4422-a23b-66835dbe5d94,20f61e21-e340-4f9d-9abf-dd80c2cf4e82,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2014,AWAITING_REPAIR,ACTIVE,YES,UNKNOWN,NO,PAIRED,PAIRED,,,aliquam quis turpis,,
9697b54c-f258-42a1-bc7c-ad71b109c8a1,dbe99fb9-979f-477f-a239-9aa85fc4edb9,c7bf4c64-79de-4c38-99d3-b419a60f0e2c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1969,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,YES,NO,UNKNOWN,NO_GAUGE,PAIRED,,,quam suspendisse,,
6a6465d4-373d-44f5-b78d-eb604824cb74,dd13ebed-062c-4d07-bda0-0125df46aee7,289ab8dd-5df1-4687-afb9-f7fbcd0aa993,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1951,FUNCTIONING,NOT_IN_USE,NO,YES,YES,BUILD_IN,NO_RTM,,,maecenas,,
16cbd626-27c4-4e3c-92b4-d5834123939d,45abfc94-5191-49e5-9da7-f486c1fcc7d7,74bf64fc-5fce-4dfc-a303-d2bbb3c056a8,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2004,FUNCTIONING,ACTIVE,YES,NOT_APPLICABLE,YES,PAIRED,PAIRED,,,lacus at turpis,,
1a6de39d-1351-4718-867a-b5fa3369a52a,e5c97014-9fa8-4615-ae14-5407b2c7f7d8,d47d5a32-5e95-4b33-9af4-3cefbc145626,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1978,UNSERVICEABLE,ACTIVE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,BUILD_IN,PAIRED,,,suscipit,,
108d24ad-b3e8-4288-a28b-e16afeab46b1,8cd8868f-2c92-42f2-85e0-a981218ebb75,283d3996-5940-4790-9f10-3809f6f04ec9,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2003,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,UNKNOWN,UNKNOWN,NO,PAIRED,NO_RTM,,,pede,,
a25b6095-928a-4606-816e-fb7c0ee00a7c,d0bfcf9d-a901-4520-abf6-352ce805eb0b,ed382d35-5f3d-4609-8911-df795085c1d0,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2011,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,YES,NO_GAUGE,PAIRED,,,proin risus,,
ec80bc5e-1c06-4a7f-9e8f-e9160c2a9445,81d0e6cb-c4f1-48c4-acf5-3e8f7e189f10,a34b3dec-01ca-4dca-895c-2c0770e71a0c,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2004,AWAITING_REPAIR,NOT_IN_USE,YES,UNKNOWN,NO,NO_GAUGE,NO_RTM,,,eu nibh quisque,,
2ab7d49d-9de1-4d68-9d46-cbdaa830d82e,25c59411-a57d-4c6c-aba6-09883d57cea0,a55f7dc1-bfa0-4cfb-b6d0-72d00604d9e8,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1983,AWAITING_REPAIR,NOT_IN_USE,YES,UNKNOWN,NOT_APPLICABLE,BUILD_IN,PAIRED,,,sapien iaculis congue,,
dbf0afa4-308c-4719-be7d-92717f7c0550,565fee7d-5cb3-4477-9e6d-a262abf4692e,5ed05ff5-9a9e-4a72-b98d-8cda097557b1,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1956,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NO,YES,UNKNOWN,NO_GAUGE,NO_RTM,,,fringilla rhoncus mauris,,
d097a915-5991-410a-a193-fd7490544b67,a71ebdbb-7cde-468f-9242-84623988736e,113a8faa-af46-439f-96a0-d16fd8639ad7,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1990,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,NO,NO,PAIRED,BUILD_IN,,,eget eleifend,,
2fe6b86c-0eb2-4df8-a81b-a248c8bde4ec,46073ec4-f69c-40ec-913d-5eff3c144355,8aa94ace-70d9-4d85-b803-15c62c1522e2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1981,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO_GAUGE,BUILD_IN,,,quam suspendisse potenti,,
62d9aa3e-ebfd-452f-b7c4-0cf30d4c2e86,53087ecc-05a0-4723-843d-e15fd156d8e8,806c7b6b-b17a-4367-a2c8-7472f0ebdcd8,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1999,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NO,UNKNOWN,NO,BUILD_IN,NO_RTM,,,quis,,
12ab7bb2-8e44-465a-9de1-a2279bdac5ea,6f59f2df-ab26-4211-977f-6766c4244c5c,f3d5751c-8e38-4d1f-8b9a-1c6bfa639de3,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1950,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,YES,UNKNOWN,NO,NO_GAUGE,PAIRED,,,sit amet,,
fe33e5d2-c494-4055-8bd1-73310f8462c1,40789eec-ce3e-4494-9455-995d92b61b30,75d5ca24-fd57-4561-a797-d7de9677c5d2,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1995,UNSERVICEABLE,ACTIVE,NO,YES,UNKNOWN,BUILD_IN,NO_RTM,,,sit amet,,
1cce67e4-d088-499f-abb2-c2d4d01c1a62,dda11efe-2b0f-4bff-9528-9757b0be6d4e,3eaa02dd-a641-4a3a-b4e0-91174b4651a2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1978,FUNCTIONING,ACTIVE,NOT_APPLICABLE,NO,NO,PAIRED,BUILD_IN,,,nulla ut,,
0615c168-7549-4af7-a86d-a5b350ac4c37,1e31238c-66e8-441d-bae6-7dddeb810ffc,1f56da4b-e407-4ab7-88d4-61ab4259fa7a,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1990,AWAITING_REPAIR,ACTIVE,NO,YES,NO,PAIRED,NO_RTM,,,pede,,
f660729e-3f10-4569-9058-368cc494c362,8440a501-d5b3-4239-ab4c-53cd1ede3ecc,c892b893-cc3c-4fbd-aea8-c7e2c82f2350,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1979,AWAITING_REPAIR,ACTIVE,NOT_APPLICABLE,UNKNOWN,YES,BUILD_IN,NO_RTM,,,nulla ut,,
88f439f8-1f1b-4c22-add5-90638731020d,767363c7-63ae-4026-aad3-1934ee2451f8,e7439689-cae1-4848-9f15-23c201c0e611,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2001,UNSERVICEABLE,ACTIVE,YES,YES,YES,NO_GAUGE,PAIRED,,,morbi,,
5ddddabc-aa4d-4663-b1eb-e417bdd96637,6cebc046-84e2-47ac-be0f-57e1fcd169cb,7f1cb943-5168-4178-811f-60ba4d82587f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,FUNCTIONING,NOT_IN_USE,YES,UNKNOWN,NOT_APPLICABLE,BUILD_IN,BUILD_IN,,,nullam orci,,
d512782c-0939-4dd6-a00e-b93d7115f72e,db0e0056-71a0-4ef4-95bb-a220dc68a982,f33baa1e-79ab-4592-92fe-1566c87735b1,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1966,FUNCTIONING,NOT_IN_USE,YES,UNKNOWN,NO,PAIRED,BUILD_IN,,,suscipit,,
4bc3ea6b-ba1b-4a7e-aa6f-7f41079012f9,6528cbbd-68e3-45f6-9be6-62d5567450af,05dd2dc2-5824-4de7-bd9d-a3cf634a3308,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1954,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,YES,NO,UNKNOWN,BUILD_IN,BUILD_IN,,,eu orci,,
5c959c66-fba3-4d7d-baa6-dfc3f0e60f2b,82cd598e-72a2-4531-9f20-8388f36f84d1,22912ac5-f943-4b28-88cf-109df4bed407,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1957,AWAITING_REPAIR,NOT_IN_USE,YES,YES,NOT_APPLICABLE,PAIRED,BUILD_IN,,,sed,,
81b339fd-de01-48f5-9b6c-3036c80a0ac5,10b2341f-7e8b-4b0e-871b-4dbd62ec5798,fa5cf12d-d6b3-4e1e-b5f5-315abd4444ed,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1977,FUNCTIONING,ACTIVE,YES,NOT_APPLICABLE,NO,NO_GAUGE,NO_RTM,,,donec,,
7d93c493-16ad-4bb9-93dc-3abdddc0c94a,efebad93-493e-4eaa-a636-9818724f75da,a711c204-1e6d-4a6f-8f3a-ed4b149db49c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2007,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NO,NOT_APPLICABLE,YES,NO_GAUGE,BUILD_IN,,,metus aenean,,
793e20d3-bcb3-468b-b662-420a9e3db808,9acadaf0-ef54-4956-a597-769a71d03e7d,7f097553-2168-4937-af31-6f6e979d95c1,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1969,UNSERVICEABLE,NOT_IN_USE,YES,YES,NO,NO_GAUGE,PAIRED,,,fusce congue diam,,
c78a2276-00c6-4196-b1d8-0975e2918ce3,1c02cb03-33e6-43f1-bc8d-a56754e9d2b1,bed54627-12f6-4c8e-8616-7364b56035bc,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2011,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,YES,NOT_APPLICABLE,UNKNOWN,PAIRED,BUILD_IN,,,rhoncus dui vel,,
517e14b3-3a67-4625-9691-e77ebddc1cdc,02a89d25-039e-47f0-9929-17b181b40c86,b385be41-eb14-4b8b-b4e0-4818be381587,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1986,FUNCTIONING,IN_STORE_FOR_ALLOCATION,YES,NOT_APPLICABLE,NOT_APPLICABLE,BUILD_IN,BUILD_IN,,,nullam,,
2bc4e193-4cd6-4fcc-a22d-4ae0921ae845,a451902c-6cf1-4d0c-9aef-f40885efc66c,8a7d8755-60f5-4030-90f0-596a4f021d64,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1992,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,YES,YES,YES,BUILD_IN,BUILD_IN,,,ultrices,,
015fb02e-7364-431b-a0b2-32a9adfdb781,63871de1-b607-44dc-bfc2-9a9dff2145f9,58aa94a8-c062-4192-b05d-dd48bb0f60e7,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2012,UNSERVICEABLE,ACTIVE,YES,UNKNOWN,UNKNOWN,BUILD_IN,PAIRED,,,vel,,
49b28fd1-56db-4460-a9d5-a7b2d0638745,037ea3f5-0d1a-406f-8250-c6732c33555b,e239146c-1b93-4afb-909a-4504bf16281f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1966,FUNCTIONING,NOT_IN_USE,NO,YES,UNKNOWN,NO_GAUGE,PAIRED,,,fermentum donec ut,,
3f8e1e75-347c-40b1-8f8f-34d99d796a39,78dc9ca0-98be-4197-b491-9d8a3fdefb05,61b9e3e2-98c8-4164-915e-4ed2a5c0da89,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2002,AWAITING_REPAIR,NOT_IN_USE,NO,UNKNOWN,UNKNOWN,NO_GAUGE,PAIRED,,,orci,,
b5f73d30-f5e4-4261-8499-0c867e0a4a6f,c445b5fc-b5dd-4eae-87b8-e64b52cbca06,d12ab9b0-a33c-4567-a7af-e6e85a8aa8d7,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1997,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,NOT_APPLICABLE,YES,PAIRED,BUILD_IN,,,arcu sed augue,,
07e8c330-84c3-4a98-8af3-c70819682b75,3085c090-b09c-4c59-b707-225e975c0a22,3f7025c2-4a7d-420f-9433-c4d8459b0264,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1995,UNSERVICEABLE,ACTIVE,YES,YES,NOT_APPLICABLE,NO_GAUGE,PAIRED,,,posuere cubilia,,
b20bf1a9-e0ed-468d-b320-f021b002dfef,b9ab12d0-12a0-4550-91a6-0cd67a7c8d8f,3d0ab7d9-d54e-407f-b94a-c2696829c471,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1958,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,UNKNOWN,YES,BUILD_IN,PAIRED,,,ac leo,,
0e71300c-eb90-4e26-af5f-2eaa71673062,6bda98ef-4b8c-48db-90cf-f77b95ab067a,a5442a4b-e5f0-4a69-8d13-958f69c4aca7,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1979,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,NOT_APPLICABLE,YES,PAIRED,NO_RTM,,,at dolor,,
95a34eda-cfb1-4596-9bfe-4f8f2de2997d,81d0e6cb-c4f1-48c4-acf5-3e8f7e189f10,11d6c295-a109-4453-8ef1-fccb02ece3f2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1984,FUNCTIONING,NOT_IN_USE,NO,NO,NO,PAIRED,PAIRED,,,vulputate ut ultrices,,
c18e29e6-c7b5-450d-8462-11797446b846,25c59411-a57d-4c6c-aba6-09883d57cea0,d2b0f757-7546-496c-8f3d-99d00f3fd6ff,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1971,UNSERVICEABLE,NOT_IN_USE,NO,UNKNOWN,NOT_APPLICABLE,PAIRED,BUILD_IN,,,convallis nunc,,
edb07754-e831-44cb-9e44-f2754126b56a,ef898c6b-7353-453b-b62e-451970e735d1,6d0586ba-4e4d-4349-8303-16733dce043b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1973,AWAITING_REPAIR,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,NO,NO_GAUGE,PAIRED,,,pellentesque at,,
17227068-7560-41d3-85d1-9cc15681c11a,037ea3f5-0d1a-406f-8250-c6732c33555b,f9ea5bc0-5458-4918-adb8-7e6dcb70ce80,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1984,AWAITING_REPAIR,ACTIVE,NOT_APPLICABLE,YES,YES,NO_GAUGE,PAIRED,,,pharetra,,
a7a0a7c3-1aa0-43af-ba28-a7f22b930f4e,3d8c3a5e-f9cb-4485-9db6-215d6f81ab1c,36f3470e-d90e-494f-af6d-ce0dfe47999c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1989,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NOT_APPLICABLE,NO_GAUGE,BUILD_IN,,,ultrices aliquet,,
373d36ac-c225-4a67-8e54-c512c0d5235f,5c5aabe3-80ca-4dc7-bcc2-3d1c3b141302,d55cbce9-f985-482a-af31-7aadb6d0dc3b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1992,UNSERVICEABLE,NOT_IN_USE,NOT_APPLICABLE,NOT_APPLICABLE,YES,BUILD_IN,PAIRED,,,quis,,
a394d99a-2cc6-4003-b847-eb4ca8cce6a5,5cc424b5-f4a1-4d20-bbfd-aa89faed48bc,21c36f19-0e4a-4722-9f72-55e39622f14f,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1985,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,UNKNOWN,UNKNOWN,NO_GAUGE,PAIRED,,,libero,,
a4ec40ce-f168-4734-8383-903c992e30eb,5c5aabe3-80ca-4dc7-bcc2-3d1c3b141302,1266a5ce-352c-4dca-bb11-5b232bd062d4,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2014,UNSERVICEABLE,ACTIVE,UNKNOWN,NO,NO,BUILD_IN,NO_RTM,,,tincidunt,,
7a85dff6-cc74-4c72-85d4-d99aca619f13,57ef25b6-8575-4401-aa6d-07e62be21277,fab92bf6-d08f-4de2-ae0a-f84e271bc8f2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1986,FUNCTIONING,IN_STORE_FOR_ALLOCATION,YES,YES,YES,BUILD_IN,PAIRED,,,eu mi nulla,,
7bf0294e-5241-4137-bef5-2ca7ee65eec9,436d85dd-99c3-4a47-9453-c9e500e79868,55ff9354-39ab-4a4f-a8d5-735324dc0a31,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1997,FUNCTIONING,ACTIVE,NO,UNKNOWN,YES,BUILD_IN,NO_RTM,,,sagittis,,
b0f4cc84-8618-4f5c-a151-3fce4011d5d7,53cf7a64-f734-4853-b88e-90241544a687,4664fa72-9d8c-4a7b-8e33-3123cefa69ef,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1961,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,NO,UNKNOWN,NO_GAUGE,NO_RTM,,,morbi non lectus,,
b80d5a2e-cbaf-4606-be3f-70479ac28864,198a9d62-2c4a-4d02-a013-119493c68c7e,b24f1d60-5343-49db-a32c-ebaaff3e0a69,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2012,UNSERVICEABLE,NOT_IN_USE,YES,UNKNOWN,UNKNOWN,PAIRED,PAIRED,,,elit,,
2e88655a-db38-4321-8afe-9bbdc68013a4,3e8ef559-0fc1-444f-86b2-acff7801f748,2c8c8e17-e996-48d1-95eb-53d4b0c254d0,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2001,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,NOT_APPLICABLE,NO,PAIRED,NO_RTM,,,et,,
c4c9b436-9d3e-4e24-891c-696e65dce995,62e74a49-7ee6-4c36-a5aa-9584872198fb,2d65b215-cc66-4b02-8f0b-28d5052d55db,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1973,AWAITING_REPAIR,NOT_IN_USE,NO,YES,UNKNOWN,NO_GAUGE,PAIRED,,,vel nisl duis,,
66c4087f-15df-44e6-8e9f-709ee9d86305,8c11557e-c547-4a1b-87b6-1dd9f1d4b6e1,8585b112-9be1-4e99-8ee9-6d988d95cffd,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2012,FUNCTIONING,NOT_IN_USE,YES,YES,YES,PAIRED,BUILD_IN,,,eu orci mauris,,
0bbb0022-9e3a-4f1e-aaa8-e0f53204b108,d706c617-20f4-4c5b-9d81-c20518d93fa9,9803c5d0-af68-409c-bdcb-8ec22473dd13,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1954,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,YES,YES,NO,NO_GAUGE,PAIRED,,,nulla elit ac,,
