id,fromPqsCatalog,equipmentCode,type,model,manufacturer,energySource,dateOfPrequal,storageTemperature,maxOperatingTemp,minOperatingTemp,energyConsumption,holdoverTime,grossVolume,netVolume,visibleInCatalog,archived
27e0cde6-8fe1-4c8c-ae6a-510e700dc696,false,60986-1008,lobortis est,NO-894-,Balistreri Inc,GASOLINE,1995,MINUS14,-48,-35,3.86kW/day,7,8,11,false,true
87d19cee-3996-4e71-9804-47a066e7fe3f,true,54868-2539,imperdiet et,GAQB-8-qxoch,Parker-Adams,SOLAR,2003,MINUS8,-13,-20,8.06kW/day,8,42,19,true,false
0989e488-1efe-41d1-a625-13f901aedf19,false,13734-134,ligula nec sem,PA-64-gz,Runte Inc,ELECTRIC,1975,MINUS20,10,38,1.38kW/day,36,45,58,false,true
bba78b2a-4942-4d25-bd6c-e2b8d5ff7216,false,0378-3515,id,LHXA-9771-lute,"Wilderman, Champlin and Schaefer",SOLAR,2004,MINUS5,-35,-6,6.76kW/day,30,31,27,true,false
7c39bfe6-f9fc-4c01-ab4c-71abc7efe8f3,true,37000-747,diam nam,HMYU-4306-dacub,"Rutherford, Renner and Krajcik",GASOLINE,1950,MINUS18,-8,47,9.71kW/day,79,27,95,false,true
22545018-a964-41f6-8da2-4e0b960ac30c,false,33342-102,a ipsum,EVBNI-3-jg,Roberts Inc,SOLAR,1978,MINUS19,6,-34,1.15kW/day,72,10,100,false,false
9eee894e-5d90-48c4-ab6a-8461c051d804,false,62721-8117,eget tincidunt eget,GW-332-uzjgy,Feeney-Zboncak,NOT_APPLICABLE,1961,MINUS10,-27,38,1.88kW/day,42,3,29,false,true
0bbc120c-9394-4aaa-9883-5b7031a9089b,true,27808-031,quis turpis,SFDPV-21468-ptqx,Schmeler and Sons,GASOLINE,2006,MINUS12,21,-6,3.11kW/day,3,89,75,true,false
d954804e-899e-4807-b13d-bcd4ab133a79,false,0234-0587,volutpat dui,EU-338-ivu,"Runolfsdottir, Kilback and Zulauf",SOLAR,1978,MINUS15,-4,-6,2.16kW/day,36,85,53,true,true
38ebf5cc-0033-4efc-bba7-b02f92d8cf61,false,62856-278,fusce posuere felis,YC-1-bqwe,Buckridge-Howe,ELECTRIC,1997,MINUS2,-28,27,1.21kW/day,2,33,100,true,false
a299f12f-25bd-4e22-8bbe-88aff4ace3d9,false,11559-036,ac lobortis vel,ZY-1724-vsytw,Hermiston and Sons,GASOLINE,1986,MINUS3,-11,34,9.36kW/day,26,93,81,true,true
070d1445-dc23-4cae-8781-0a6e63711b44,false,57664-187,non,OBJSE-96604-mdkg,Vandervort-Greenholt,ELECTRIC,2000,MINUS8,18,-9,2.73kW/day,98,64,11,true,false
ab70ca3e-71e5-4981-807d-841498405fa7,false,15054-0211,in,HEOI-671-uyh,Bernier-Bogisich,SOLAR,1960,MINUS5,-48,-50,3.70kW/day,0,89,20,true,true
a2bfdc61-014f-4bf4-9c72-295c924e2c1f,true,76250-123,odio,EN-50045-f,Johnston Inc,GASOLINE,1993,MINUS19,44,12,5.68kW/day,68,35,49,true,false
09d62b48-6852-4876-aadf-7304dba6313c,true,36987-1179,nulla,UBEWK-793-y,"Raynor, Turner and Haley",NOT_APPLICABLE,1956,MINUS15,13,-29,1.03kW/day,72,70,93,false,true
22912ac5-f943-4b28-88cf-109df4bed407,false,49349-208,morbi quis tortor,YIA-93-dmkv,Watsica and Sons,ELECTRIC,1968,MINUS7,50,-23,7.73kW/day,20,55,22,false,false
2c95d8da-8627-4894-80d9-343f8cce546f,true,37205-734,viverra diam vitae,QP-2596-ydgqf,Marvin-Streich,NOT_APPLICABLE,1981,MINUS12,7,38,9.96kW/day,90,41,65,true,true
f3469bcc-e64c-43ed-b7a8-747c67110ba9,true,11523-0963,pede morbi porttitor,MS-924-o,Upton-Hilll,GASOLINE,1996,MINUS16,-28,36,7.31kW/day,25,37,14,true,false
5aeb907f-6209-4475-8fc1-7539f93e2d62,true,58668-2821,pellentesque ultrices phasellus,HZQ-4-fk,"Emmerich, McGlynn and Lindgren",GASOLINE,1994,MINUS6,33,38,5.45kW/day,97,69,93,false,true
e239146c-1b93-4afb-909a-4504bf16281f,true,52083-639,velit id pretium,QAY-6246-xq,Gutkowski Group,SOLAR,1990,MINUS9,-24,13,2.37kW/day,12,92,80,false,false
4a1698cb-06c2-4d25-a7dd-c2d38741be34,true,54973-3085,quis tortor,KNTZ-47-g,"Mann, Batz and Koss",GASOLINE,1995,MINUS9,42,18,9.03kW/day,19,41,86,false,true
6c611b74-1acf-4b85-99f7-906a9fed3fbd,true,59779-989,pede,TR-9851-,"Cruickshank, Rutherford and Heidenreich",SOLAR,2007,MINUS12,-38,-48,1.39kW/day,8,62,70,true,false
1723781a-4163-4c13-a63b-8281ea276c3a,true,36800-066,a,HCDP-30405-,"Orn, Balistreri and Keebler",SOLAR,1980,MINUS19,18,35,2.52kW/day,14,3,48,true,true
94fbc4b0-1784-485c-b85f-20a31013b47b,true,0220-9081,posuere metus vitae,REODJ-0612-c,Barrows-Brekke,NOT_APPLICABLE,1951,MINUS8,-7,-13,0.51kW/day,74,24,18,false,false
03a05199-ebe3-4021-a723-a0ae1b6d12f5,false,24385-053,ipsum,UI-6-wm,Johns Group,ELECTRIC,1987,MINUS12,3,13,2.15kW/day,3,29,45,false,true
6b40d033-2577-4ca3-ae23-591bbcf65644,false,49349-345,quam sapien varius,KG-000-xlay,Collins-Grady,GASOLINE,1975,MINUS17,-8,42,0.86kW/day,55,33,59,true,false
3c310a61-e0c3-4d69-92d9-ff207e6080bb,false,43742-0031,luctus et,WO-460-jfyo,Roob and Sons,ELECTRIC,2004,MINUS18,1,0,9.48kW/day,83,35,15,true,true
82e3b363-b248-4c7f-86ba-0c859fd4a70c,true,10913-001,fusce,IDSGQ-8-xysc,"Keeling, Kuhic and Pagac",NOT_APPLICABLE,2007,MINUS10,-34,39,4.77kW/day,79,35,95,false,false
cfff0bd8-bb9b-4e28-8abd-437979da5fde,false,43068-101,parturient montes nascetur,PE-69277-s,Medhurst-Langosh,ELECTRIC,1956,MINUS8,-34,17,7.52kW/day,54,95,78,true,true
a58aaa4b-be51-44d7-b426-02f9fcfaf605,false,64616-089,in hac habitasse,YDZT-79245-dx,"Thompson, Robel and Hoppe",ELECTRIC,1975,MINUS14,32,38,4.83kW/day,29,53,59,true,false
debd9f38-5f29-4694-aee7-2d6652a4b9f3,false,68828-096,aliquet pulvinar,XYSMG-50376-onrjp,Ankunding-Lemke,NOT_APPLICABLE,2007,MINUS16,16,-25,5.81kW/day,49,49,94,false,true
90eca0e1-7f81-40c4-a945-000ad53e6d16,true,49738-074,vulputate justo in,FXMZC-89205-ujwfd,"Wintheiser, Murray and Kshlerin",SOLAR,1954,MINUS20,2,37,6.18kW/day,0,28,55,true,false
27996ab4-63ec-40ca-a64c-c2a2abfe36e1,true,0440-8165,aliquet massa,SQHMX-50-gkz,"Waelchi, Cronin and Ullrich",SOLAR,1995,MINUS12,37,-21,2.09kW/day,59,65,6,true,true
c99f5a00-5e26-43df-9daf-74a67da25ac0,false,0904-6257,luctus,UHCR-8-mchu,Lemke Inc,GASOLINE,1965,MINUS2,-9,-21,5.45kW/day,7,64,84,false,false
af369ee5-062c-4b44-92f1-711873d52d05,true,68001-236,tempus sit amet,LY-5-os,Bailey LLC,SOLAR,1991,MINUS18,31,47,6.60kW/day,41,1,26,true,true
6b488231-b053-4a71-82e6-069122c77a65,false,59779-620,lacus at,BQYNI-43177-,Metz and Sons,SOLAR,2002,MINUS19,33,43,8.36kW/day,61,34,91,true,false
dfff5ed6-41ba-4ad8-a64a-48f32a4f5101,false,67457-215,nulla,NZ-9-lxf,"Nader, Schinner and Huels",ELECTRIC,2001,MINUS10,-35,38,8.40kW/day,18,0,44,true,true
c26c3aad-cf10-480d-a680-470a12f597c2,false,68472-098,velit nec nisi,TYE-2-fqgbr,Zulauf Inc,ELECTRIC,2004,MINUS7,2,-3,1.22kW/day,74,80,6,true,false
be49abcd-9607-47c8-a618-a5ebfa5914f9,true,64980-504,faucibus,CA-76-pnlie,Hackett-Emard,GASOLINE,1970,MINUS1,-42,27,7.66kW/day,22,64,34,true,true
8c483cb4-41e5-4285-86e8-74edfd5611c7,false,10158-999,non,KCZA-86213-sefg,Larson LLC,ELECTRIC,2016,MINUS16,-10,-3,8.29kW/day,56,12,94,false,false
fef8b0b9-aab9-4511-9c2a-fe72600e27e6,true,63940-803,lorem vitae mattis,OGM-1-sfh,"Howell, Crist and Kessler",ELECTRIC,1995,MINUS17,2,38,8.82kW/day,85,88,21,true,true
95621b15-1cff-4aaf-9fd5-ea98218e77e8,false,30142-966,proin at turpis,AM-47337-,Kutch and Sons,NOT_APPLICABLE,2005,MINUS14,-9,-38,7.72kW/day,85,71,92,true,false
d585ff28-db75-477e-bc56-901dc3625f25,true,55154-8296,neque sapien placerat,WZ-92-c,Zboncak and Sons,ELECTRIC,1966,MINUS8,-8,22,0.76kW/day,3,31,92,true,true
1fab7e3c-cca2-4dbf-9fde-d03baee42969,true,42507-567,magna,QNPL-8-s,Kilback Inc,NOT_APPLICABLE,2015,MINUS16,41,23,3.93kW/day,50,6,95,false,false
c149e110-82ea-400f-94d7-fd811cb7d6b7,true,68084-645,quis,SW-341-n,Ward-Paucek,NOT_APPLICABLE,1966,MINUS20,-43,-47,4.05kW/day,83,41,0,true,true
17b470fd-5d93-49f4-a57d-53cb55faac13,false,0924-1805,rutrum,HWGL-4-ahqjr,Gorczany-Kiehn,NOT_APPLICABLE,1979,MINUS16,44,-16,8.86kW/day,82,57,5,false,false
01643d09-3835-46b9-be9f-21c422597ade,true,55513-144,est,MJH-78850-,Green-Conroy,SOLAR,1953,MINUS1,-39,-11,9.75kW/day,10,60,70,true,true
a2d61f1b-6834-443f-bea4-59579de50ee4,true,41268-306,consequat,QLXIG-36-viu,Hessel-Gislason,SOLAR,1971,MINUS1,19,12,5.03kW/day,26,6,88,true,false
63a13062-cc0d-4cf0-b9ef-422814910e36,false,33261-034,at velit,YNFO-118-,Turcotte Inc,GASOLINE,2010,MINUS18,-40,-38,5.08kW/day,78,22,26,true,true
15aed3d2-dc5d-40e1-931a-c4d7f9c315ff,false,55154-3381,augue vestibulum rutrum,XLB-262-da,"Weber, Miller and Berge",NOT_APPLICABLE,1998,MINUS13,-48,36,1.51kW/day,54,64,8,true,false
5b80f5ca-a927-4d05-b3de-2f49701ba04c,true,61958-0404,blandit non interdum,AUPMO-07899-anmu,"Schowalter, Gulgowski and Douglas",GASOLINE,1984,MINUS7,-23,0,8.69kW/day,94,7,37,false,true
0414b241-d334-4a98-9adc-a6a78a26e386,true,0781-5346,sem,AP-47-opvcx,West-Hammes,NOT_APPLICABLE,1977,MINUS19,40,49,7.32kW/day,76,80,75,true,false
4dd3df89-9d0d-46bd-810f-b9287fdb71c1,true,68788-0972,lectus pellentesque,EKTBX-08-ews,Wunsch LLC,NOT_APPLICABLE,1956,MINUS11,40,-25,6.01kW/day,65,31,14,true,true
275e7f5c-82af-44f9-9534-d304badb93f3,false,55312-335,amet,IEFD-76-quoft,"Effertz, Wintheiser and Blanda",NOT_APPLICABLE,2003,MINUS10,3,-21,7.12kW/day,60,23,50,false,false
58433730-528d-4885-ada4-e46ae3c69f79,true,30142-931,tempus vel pede,WVYS-28255-pnq,"O'Kon, Mayert and Kohler",NOT_APPLICABLE,1990,MINUS8,-32,39,6.70kW/day,9,44,99,true,true
b2a23e1d-212a-4fec-8f80-3563d5dd1228,true,37000-360,suspendisse,KPYAO-79911-nwiz,Tillman-Will,SOLAR,2003,MINUS17,-27,-29,1.65kW/day,39,90,79,true,false
a1d982a8-67eb-4569-b6b5-5957d0e69547,false,55319-175,porttitor lorem id,JM-239-zq,Bradtke Group,ELECTRIC,1960,MINUS10,23,22,7.32kW/day,31,49,8,false,true
12b05b6d-fc5a-400c-916f-de1a31d2708a,false,48871-003,velit,FN-045-gvn,"Corwin, Schaefer and Murray",ELECTRIC,2008,MINUS13,42,-16,5.06kW/day,72,11,14,true,false
8defcf5a-9253-4072-92b3-8edd9dbe5331,true,48951-1231,iaculis justo in,WBZHG-5555-,Gibson-Haley,NOT_APPLICABLE,2002,MINUS18,31,-19,1.31kW/day,96,64,80,false,true
4b11c80d-895f-41ed-9c1f-985ed0c0bf6a,false,59779-175,cursus urna ut,IBMAG-7-dktmx,"Gerlach, Abshire and Stoltenberg",GASOLINE,1967,MINUS18,-46,-36,4.45kW/day,22,56,76,true,false
67e136a9-dec3-47ce-9e6f-b3ebcbddbcd6,true,50268-514,pretium,BI-67-tl,Marvin-Jacobs,GASOLINE,1952,MINUS13,20,21,8.77kW/day,67,65,15,false,true
5324f5c8-59e6-4a21-b556-30d6527fa639,true,37205-262,scelerisque mauris,HOYG-2425-tz,"Rempel, Bechtelar and Skiles",ELECTRIC,1964,MINUS18,-23,-31,7.52kW/day,72,13,80,false,false
7e5555d5-85ab-40ed-93f1-d93840c74154,true,36987-2822,rhoncus,SRHFZ-858-gbe,Walter and Sons,GASOLINE,2010,MINUS4,16,31,2.11kW/day,4,24,22,false,true
ed382d35-5f3d-4609-8911-df795085c1d0,false,67253-651,elit proin,YE-96586-,"Prosacco, Orn and Runolfsdottir",SOLAR,1959,MINUS19,49,-21,6.74kW/day,90,82,53,false,false
ec67a132-b322-4ddd-9bad-1bb268a42397,true,53852-0005,dictumst,WMJAZ-2-hodjx,"Lakin, Leuschke and Oberbrunner",SOLAR,1998,MINUS19,-25,21,1.78kW/day,85,57,1,true,true
3f7025c2-4a7d-420f-9433-c4d8459b0264,false,0121-0809,arcu sed augue,SMYWA-234-tzdya,"Wilkinson, West and Metz",SOLAR,1951,MINUS5,37,-19,6.47kW/day,42,70,13,true,false
1f3f5969-1130-43ac-9db9-1bd71f592bbf,false,54868-0548,neque duis bibendum,TAXYR-4893-nf,Gerhold-Funk,ELECTRIC,1966,MINUS19,-7,-8,4.55kW/day,61,48,30,false,true
c1acafae-7f59-4ff5-9909-ae6d00d72b5f,true,55319-450,suscipit nulla elit,VE-13499-yojc,Bergnaum and Sons,NOT_APPLICABLE,1955,MINUS16,-50,45,1.72kW/day,77,22,6,true,false
0dd5e90d-2748-4ff4-92ff-b4af3aca57a9,true,52125-033,at feugiat,EHB-8814-rdxkw,Orn and Sons,GASOLINE,2014,MINUS10,33,-43,3.92kW/day,26,4,51,true,true
5b7ea7ac-7725-4ea4-8934-73f828940226,true,0054-0382,integer ac,HZ-60189-sna,"Lindgren, Oberbrunner and Hane",NOT_APPLICABLE,1978,MINUS2,-42,-14,5.80kW/day,76,11,64,true,false
d6e37953-3d23-4e81-abcf-b27c2161ffca,false,57237-025,at velit,UDQ-019-hpz,"Denesik, MacGyver and Pfeffer",ELECTRIC,1964,MINUS8,-43,-37,3.65kW/day,57,36,19,false,true
55916638-05cc-4f4c-a628-59dcc1601ba3,false,64122-604,purus aliquet at,LHSPO-93-cqg,Hartmann-Becker,GASOLINE,1957,MINUS9,48,-41,2.63kW/day,91,54,15,true,false
8c91bb87-8735-44a1-96c6-7a38c48cc143,false,51660-127,nam,VJX-72042-shv,Mueller-Padberg,ELECTRIC,1959,MINUS19,36,-2,8.14kW/day,42,57,63,false,true
0643b3f8-8ec2-4f38-aef9-3ce1a9121d05,false,35356-883,porttitor lorem,AYI-313-npqhi,Collins-Lindgren,GASOLINE,2013,MINUS10,44,44,2.17kW/day,55,98,25,true,false
77ee845d-bbcb-4ec2-b768-060a7a05e982,true,75997-029,sed justo,CBG-08485-yxdn,Leffler-Mertz,SOLAR,1996,MINUS7,-45,-49,2.09kW/day,78,4,29,false,true
f646fcc8-bf83-4cbe-9768-2798b0d84623,true,49999-915,integer,JOEXH-13-xcfo,Towne Inc,SOLAR,1967,MINUS9,9,-34,8.67kW/day,23,41,56,false,false
974e6a7a-0331-4197-acdf-d971bc644fde,true,63739-520,in felis eu,YP-598-hfwtc,Hirthe and Sons,ELECTRIC,2012,MINUS13,-24,-5,2.02kW/day,21,3,48,true,true
e4aaa8ed-db75-4bee-9636-b335694be36f,true,55154-0354,eget,VKJ-8-d,Cummings Inc,ELECTRIC,2013,MINUS17,49,-6,5.29kW/day,78,64,88,false,false
73189ea5-49fc-43fd-827c-46285f409ab1,false,53808-0704,ac nulla,LH-7-,Heathcote Group,SOLAR,1986,MINUS4,38,-44,4.11kW/day,40,46,75,false,true
6deb2ed6-32a8-4de2-8022-7f2477ddec71,false,41520-046,non,VH-1-mp,"Koepp, Deckow and Hilll",GASOLINE,2006,MINUS7,-50,46,6.16kW/day,75,31,6,false,false
362d1967-a764-4a1a-ab67-17448b19784e,true,37205-998,eget orci,TBJ-49-vgczl,Shields-Conroy,GASOLINE,1990,MINUS13,-43,-32,1.84kW/day,83,38,1,true,true
51ce41a2-2f00-40af-9e9b-5379583de88e,true,54569-3406,aliquet,KUX-2189-qz,"Leuschke, Gorczany and Osinski",ELECTRIC,1963,MINUS16,-50,-19,8.82kW/day,8,38,66,true,false
75c25629-6b75-462e-a6c7-a06c7bb47f13,false,10544-119,integer aliquet massa,NPZW-8747-yz,"Moore, Kohler and Quitzon",NOT_APPLICABLE,1975,MINUS10,33,13,2.98kW/day,72,4,11,true,true
077de81e-5fee-4d7b-8a8e-65514acee3bd,true,41250-344,interdum venenatis,ANZ-46-,Schumm-Blick,NOT_APPLICABLE,1953,MINUS8,-17,49,6.61kW/day,14,99,66,true,false
ba0129b6-43c7-4dc9-867c-3ba9a349329e,true,57520-0513,augue,CA-4-x,Wuckert Inc,NOT_APPLICABLE,1991,MINUS6,-22,23,6.25kW/day,79,80,67,false,true
18bab4cd-421f-4372-b4a9-1c0f5223ca6e,false,55111-659,id nisl,FMX-6254-sg,Walker-Lehner,ELECTRIC,2011,MINUS9,24,-45,1.46kW/day,37,20,49,true,false
9992e9b6-3b23-40ab-be9a-74bc7c0bf32b,true,10019-632,non,DM-778-,"Nitzsche, Kiehn and Olson",NOT_APPLICABLE,2010,MINUS13,50,-9,5.78kW/day,75,29,44,false,true
526f5f54-896e-4904-a84a-a511a09b863c,false,0615-5501,dolor morbi,UANZO-1-fdc,Homenick Inc,NOT_APPLICABLE,1977,MINUS8,46,-14,4.38kW/day,95,20,33,true,false
41493e04-0f46-4370-aac6-7b27423fead9,true,49349-116,leo rhoncus,MLP-26701-eyal,"Lemke, Kohler and Marks",ELECTRIC,1964,MINUS19,-9,37,2.59kW/day,47,58,4,true,true
9803c5d0-af68-409c-bdcb-8ec22473dd13,true,0615-6594,proin leo,GNB-1-c,"Rowe, Littel and Dickens",SOLAR,2014,MINUS2,-25,33,9.54kW/day,36,11,26,false,false
bcc1d34c-fe7c-4390-b312-88748f40822e,true,13537-222,non interdum in,PSA-2-,Ullrich-Halvorson,SOLAR,1985,MINUS3,-30,-10,0.90kW/day,77,61,22,false,true
7f914042-f2e3-43f6-b3bc-82a27c498566,false,68382-203,nec molestie sed,AUW-21211-ijbfg,"Yundt, Johnston and Stiedemann",NOT_APPLICABLE,1998,MINUS9,-9,15,3.46kW/day,1,19,9,false,false
a6d52039-d70d-457d-99e8-f75f4136964b,true,68788-9935,molestie sed,FAGJV-6894-kt,"Sporer, Hartmann and Botsford",NOT_APPLICABLE,1988,MINUS8,-42,-8,3.78kW/day,53,69,26,false,true
6c321a9c-411f-46d0-93f6-30378555557b,false,61328-004,sed,LKT-39-xhqw,Stracke-Windler,GASOLINE,2004,MINUS3,-20,2,5.85kW/day,37,100,75,false,false
4c10bcf4-3e76-48ee-8f17-e43aa2db01a8,true,51442-531,nullam varius,JHVY-9-bnw,Christiansen-Waters,ELECTRIC,2012,MINUS19,41,17,9.21kW/day,99,85,100,true,true
5c1dce0f-3253-4a20-9225-6f9399079640,false,65841-064,diam cras pellentesque,HCWFD-9-,"Legros, Schneider and Abshire",NOT_APPLICABLE,1956,MINUS12,-37,33,8.86kW/day,86,73,62,false,false
38a24872-1b3c-42c6-af5d-408964314639,false,69152-0125,primis in,VF-5878-,"Crooks, Nicolas and Brakus",NOT_APPLICABLE,2010,MINUS11,-14,8,6.33kW/day,23,90,49,false,true
c8dc6ebc-503c-4e43-a5e6-f222550cb982,false,0904-6124,purus eu,LQW-66-,Bartoletti-Bartoletti,SOLAR,1957,MINUS10,46,-47,6.74kW/day,40,20,19,false,false
5a04e203-1b97-46ba-8976-aa93d96654c4,true,61703-422,justo in blandit,OLQKA-06-r,"Morissette, Kassulke and Grimes",NOT_APPLICABLE,1967,MINUS3,35,-11,5.64kW/day,48,92,64,true,true
61b9e3e2-98c8-4164-915e-4ed2a5c0da89,false,54569-2954,proin,BGU-924-hos,Prosacco-Boyer,ELECTRIC,1954,MINUS14,-24,24,7.72kW/day,46,1,22,true,false
80c61cdd-22c8-40e6-9681-b4de69b52c1e,false,41163-437,id,OAH-3-qpfd,Senger LLC,ELECTRIC,1979,MINUS18,-45,47,6.73kW/day,48,72,88,false,true
876868f3-9980-44d3-90b7-4949ecd1f215,false,0832-1214,eleifend donec,DKYPF-6816-ij,"Dickens, Baumbach and Ziemann",SOLAR,1982,MINUS6,-37,-12,4.86kW/day,66,66,42,true,false
ab7b5f68-ed9f-4412-b9fd-252961b6fbf7,false,62007-105,sed nisl,SR-234-v,"Hermann, Bailey and Will",ELECTRIC,1951,MINUS18,18,-31,8.18kW/day,85,59,63,true,true
cd6811ed-aae5-4369-95ea-e4feb2b07377,false,68788-9959,parturient,BTG-9275-akg,Boehm Group,ELECTRIC,2013,MINUS8,-18,-28,7.58kW/day,46,5,11,false,false
34bfa03c-765e-4bc4-a002-ddad12238252,false,52533-137,ac nulla sed,HQCBP-77726-a,Hodkiewicz-Franecki,ELECTRIC,1967,MINUS16,-34,-13,3.89kW/day,67,61,42,true,true
860fb70a-ef12-4ed5-96e5-5e41ae8f4faf,false,55111-293,eget vulputate,FYMZQ-955-qihzs,Sanford-Bergstrom,NOT_APPLICABLE,1996,MINUS6,-49,-50,1.30kW/day,40,78,95,false,false
0bf8af1d-52e2-4583-a45b-e5c831dd60d6,true,54868-5067,eget,NWCJ-3084-zn,"Mueller, Hansen and Dibbert",GASOLINE,2008,MINUS7,46,-41,1.63kW/day,7,2,79,false,true
01cc8f08-0de0-4de2-b498-22a0f17b3aa5,false,41250-822,sit amet lobortis,UOHA-117-sp,Schmitt-Kuvalis,NOT_APPLICABLE,1983,MINUS9,43,-2,8.21kW/day,29,61,43,true,false
4f7391ff-8b18-4d24-8d77-56e164f5712e,true,51138-035,arcu,YKFCQ-58083-t,Halvorson and Sons,ELECTRIC,2013,MINUS6,-27,17,7.80kW/day,55,0,29,true,true
06f93e0c-4491-4172-871c-85dc0da5e15b,true,55758-002,viverra diam vitae,WG-86910-pd,Schiller-Dare,ELECTRIC,1994,MINUS20,-14,-27,6.71kW/day,71,25,97,false,false
c8937715-f820-45b4-992a-89483a4bafc1,false,59365-5006,ligula,PGVY-35440-z,"Donnelly, Hilpert and Cartwright",GASOLINE,1999,MINUS19,47,36,2.87kW/day,94,32,36,false,true
7ef7e2fa-641b-4917-bd74-1621f1f1364f,false,68788-9496,a odio in,GKSRQ-1361-klm,Collier-Ullrich,GASOLINE,1988,MINUS17,-35,-27,4.31kW/day,36,93,53,true,false
df264ed8-5ddd-425d-ab12-12f11ea80847,true,63304-875,cum,PYDB-9-trc,VonRueden-Schultz,SOLAR,2002,MINUS12,39,6,5.62kW/day,33,74,78,true,true
fc2d7bae-8f2a-475e-8914-ebdcfaf016cf,false,57955-0723,mauris,PJ-9674-ogw,Spinka and Sons,SOLAR,1963,MINUS11,29,-8,9.18kW/day,84,84,16,false,false
69b13ab4-da34-4913-bb3f-3f2cb9f8d4c9,true,68196-804,auctor gravida,CNOP-91274-rwh,"Kuhn, Wehner and Hills",GASOLINE,1954,MINUS12,-28,-15,4.76kW/day,4,54,21,false,true
3c9dc12d-81dc-40eb-84f4-a4d151240ec4,true,34666-131,mauris lacinia sapien,XRBP-7-zoy,O'Connell LLC,SOLAR,1968,MINUS15,25,6,9.04kW/day,63,92,76,false,false
d27a6ad8-ad01-41cd-b16f-e96518b56dc5,true,16729-078,amet,LXZO-43-khq,Boyer-Gerlach,ELECTRIC,1981,MINUS4,43,-34,8.47kW/day,7,41,76,false,true
76ae4c4e-502e-4ac4-a64c-6280ebcdb9f3,false,55154-8386,erat,SKRY-8-cu,Leuschke LLC,NOT_APPLICABLE,1985,MINUS17,-10,4,2.67kW/day,65,97,10,false,false
ca30c082-c446-434f-bedc-d9e6e87c5a5a,false,76472-1142,et ultrices,WOP-02802-ub,Emmerich Inc,NOT_APPLICABLE,1983,MINUS7,24,41,2.18kW/day,69,74,37,true,true
289ab8dd-5df1-4687-afb9-f7fbcd0aa993,false,68151-2640,consequat,GDF-47-gu,Vandervort LLC,SOLAR,1982,MINUS14,-13,3,9.51kW/day,71,65,71,false,false
2f674418-c490-4065-80a7-f5dbf1922186,false,54868-5945,interdum mauris non,HWPO-27298-w,Klocko Inc,ELECTRIC,2015,MINUS14,1,35,8.22kW/day,42,62,71,false,true
283d3996-5940-4790-9f10-3809f6f04ec9,true,36987-2568,faucibus orci luctus,VHZIK-991-qspr,"Von, Gusikowski and Will",ELECTRIC,1969,MINUS15,34,-27,1.43kW/day,6,69,24,true,false
0625a584-26e4-4e2c-be56-dc7d865752b8,true,67046-915,maecenas tincidunt,GZCR-84027-p,Mueller-Waelchi,NOT_APPLICABLE,2014,MINUS3,35,18,9.71kW/day,69,94,3,false,true
12190292-2442-4b71-8c8d-56a3b339a7f4,false,55111-728,venenatis non,UB-84319-,"Dietrich, Wisoky and Sporer",NOT_APPLICABLE,1980,MINUS9,9,-2,1.51kW/day,64,6,10,true,false
00c0e7ab-3eda-4dfe-9008-a32edae5dcb3,true,58914-003,nulla,XRGSL-47-ayhl,Spencer Inc,GASOLINE,2007,MINUS2,-44,-27,4.73kW/day,17,68,6,true,true
01274cf3-1bd0-4343-b375-393bfbe71b57,true,13537-332,nibh ligula,DHT-442-v,Macejkovic-Wehner,SOLAR,1980,MINUS13,31,-45,2.71kW/day,16,78,49,false,false
60ca751d-812e-455c-80ee-ed9f2874357b,true,42627-217,dolor morbi,FQU-97699-sdgip,Homenick LLC,ELECTRIC,1989,MINUS7,5,-47,4.62kW/day,97,5,15,false,true
53d09a8a-9f54-477b-a2df-a97219e54e1d,false,59336-001,a pede posuere,VN-37-efonk,"Spinka, Baumbach and Lind",SOLAR,2015,MINUS11,23,44,8.36kW/day,50,79,54,false,false
679024a1-0286-49e7-8911-e8b694451253,true,52533-042,massa,CKY-1-f,Carroll and Sons,ELECTRIC,1972,MINUS1,-25,-39,6.36kW/day,79,44,17,false,true
8c0cf1e0-d8c2-49b3-a8e7-8d8e8bc68cd0,true,68788-0763,faucibus,FI-92120-swoq,"Renner, Spinka and Bechtelar",SOLAR,1995,MINUS12,32,46,2.02kW/day,62,68,79,true,false
fc18bbc4-67a2-4dfb-ac09-32d7de698687,false,68645-162,fringilla,UXQ-3-zasjb,Fritsch and Sons,NOT_APPLICABLE,1967,MINUS19,30,-17,5.40kW/day,62,61,84,false,true
58aa94a8-c062-4192-b05d-dd48bb0f60e7,true,60505-3718,gravida nisi,CBIUX-23376-mvp,Collier-Homenick,ELECTRIC,2010,MINUS8,-35,24,0.76kW/day,92,73,12,false,false
40bd4f3f-29f1-49de-b1e9-df6638d298d0,false,52007-200,lacus,WGKU-91491-lcvrx,Murphy Inc,SOLAR,2007,MINUS16,-9,-35,8.89kW/day,38,100,63,true,true
731936c2-b353-48bd-81a2-ebe881a1ac34,false,68084-280,ultrices enim,KH-54797-,Barrows-Marks,ELECTRIC,2001,MINUS9,-29,48,4.50kW/day,30,60,43,false,false
